Unnamed: 0,statement,label,city,country,correct_country,twoshot_prompt
143,The city of Qom is in Vietnam.,0,Qom,Vietnam,Iran,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Qom is in Vietnam. This statement is:"
144,The city of Torreon is in Mexico.,1,Torreon,Mexico,Mexico,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Torreon is in Mexico. This statement is:"
145,The city of Torreon is in India.,0,Torreon,India,Mexico,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Torreon is in India. This statement is:"
146,The city of Beira is in Mozambique.,1,Beira,Mozambique,Mozambique,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Beira is in Mozambique. This statement is:"
147,The city of Beira is in India.,0,Beira,India,Mozambique,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Beira is in India. This statement is:"
148,The city of Naucalpan de Juarez is in Mexico.,1,Naucalpan de Juarez,Mexico,Mexico,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Naucalpan de Juarez is in Mexico. This statement is:"
149,The city of Naucalpan de Juarez is in Honduras.,0,Naucalpan de Juarez,Honduras,Mexico,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Naucalpan de Juarez is in Honduras. This statement is:"
150,The city of Dehra Dun is in India.,1,Dehra Dun,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Dehra Dun is in India. This statement is:"
151,The city of Dehra Dun is in China.,0,Dehra Dun,China,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Dehra Dun is in China. This statement is:"
152,The city of Bhubaneswar is in India.,1,Bhubaneswar,India,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bhubaneswar is in India. This statement is:"
153,The city of Bhubaneswar is in China.,0,Bhubaneswar,China,India,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Bhubaneswar is in China. This statement is:"
154,The city of Ahvaz is in Iran.,1,Ahvaz,Iran,Iran,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ahvaz is in Iran. This statement is:"
155,The city of Ahvaz is in China.,0,Ahvaz,China,Iran,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Ahvaz is in China. This statement is:"
156,The city of Kumasi is in Ghana.,1,Kumasi,Ghana,Ghana,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kumasi is in Ghana. This statement is:"
157,The city of Kumasi is in India.,0,Kumasi,India,Ghana,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Kumasi is in India. This statement is:"
158,The city of Palembang is in Indonesia.,1,Palembang,Indonesia,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Palembang is in Indonesia. This statement is:"
159,The city of Palembang is in Brazil.,0,Palembang,Brazil,Indonesia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Palembang is in Brazil. This statement is:"
160,The city of Novokuznetsk is in Russia.,1,Novokuznetsk,Russia,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Novokuznetsk is in Russia. This statement is:"
161,The city of Novokuznetsk is in China.,0,Novokuznetsk,China,Russia,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Novokuznetsk is in China. This statement is:"
162,The city of Izmir is in Turkey.,1,Izmir,Turkey,Turkey,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Izmir is in Turkey. This statement is:"
163,The city of Izmir is in Iran.,0,Izmir,Iran,Turkey,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Izmir is in Iran. This statement is:"
164,The city of Lahore is in Pakistan.,1,Lahore,Pakistan,Pakistan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Lahore is in Pakistan. This statement is:"
165,The city of Lahore is in China.,0,Lahore,China,Pakistan,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Lahore is in China. This statement is:"
166,The city of Zhenjiang is in China.,1,Zhenjiang,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zhenjiang is in China. This statement is:"
167,The city of Zhenjiang is in Germany.,0,Zhenjiang,Germany,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zhenjiang is in Germany. This statement is:"
168,The city of Zhaotong is in China.,1,Zhaotong,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zhaotong is in China. This statement is:"
169,The city of Zhaotong is in Iraq.,0,Zhaotong,Iraq,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Zhaotong is in Iraq. This statement is:"
170,The city of Weifang is in China.,1,Weifang,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Weifang is in China. This statement is:"
171,The city of Weifang is in Indonesia.,0,Weifang,Indonesia,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Weifang is in Indonesia. This statement is:"
172,The city of Tianjin is in China.,1,Tianjin,China,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tianjin is in China. This statement is:"
173,The city of Tianjin is in Bangladesh.,0,Tianjin,Bangladesh,China,"The city of Oakland is not in the United States. This statement is: False
The city of Canberra is in Australia. This statement is: True
The city of Tianjin is in Bangladesh. This statement is:"
